"age","sex","province","education","religion","income_before_tax","vote_liberal","vote_conservative"
38,"Female","Quebec","High Education","YES","Middle Class",0,0
63,"Female","Quebec","Some Education","YES","Upper Class",0,1
32,"Female","British Columbia","High Education","NO","Middle Class",0,0
37,"Female","Manitoba","Some Education","NO","Middle Class",NA,NA
61,"Male","Alberta","Some Education","YES","Upper Class",1,0
30,"Male","Quebec","High Education","YES","Lower Class",NA,NA
65,"Male","Quebec","Some Education","YES","Upper Class",0,1
65,"Male","Quebec","High Education","YES","Lower Class",NA,NA
20,"Male","Quebec","Some Education","YES","Lower Class",0,0
58,"Female","Quebec","High Education","YES","Middle Class",0,1
47,"Male","Quebec","Some Education","YES","Middle Class",0,1
74,"Female","Quebec","Some Education","YES","Middle Class",1,0
68,"Male","Quebec","Some Education","NO","Lower Class",NA,NA
34,"Female","British Columbia","High Education","YES","Upper Class",0,0
32,"Female","Alberta","High Education","YES","Upper Class",0,1
57,"Female","Quebec","Some Education","YES","Lower Class",1,0
62,"Male","Manitoba","Some Education","YES","Middle Class",0,1
55,"Female","Quebec","Some Education","YES","Middle Class",1,0
27,"Female","Quebec","High Education","NO","Upper Class",0,0
73,"Female","British Columbia","Some Education","YES","Lower Class",0,1
64,"Female","Quebec","Some Education","NO","Lower Class",0,0
79,"Female","British Columbia","High Education","YES","Lower Class",0,0
69,"Male","Manitoba","Some Education","YES","Middle Class",NA,NA
75,"Female","Quebec","High Education","YES","Middle Class",0,1
32,"Female","Quebec","Some Education","YES","Middle Class",0,0
54,"Female","Quebec","High Education","NO","Middle Class",0,0
51,"Female","Alberta","Some Education","YES","Middle Class",0,0
39,"Male","Quebec","Some Education","YES","Middle Class",0,0
76,"Female","Alberta","High Education","YES","Middle Class",0,1
62,"Female","Quebec","Some Education","YES","Middle Class",NA,NA
67,"Female","Quebec","Some Education","YES","Lower Class",0,0
48,"Female","Quebec","Some Education","YES","Middle Class",0,1
39,"Female","British Columbia","High Education","NO","Middle Class",NA,NA
71,"Female","Quebec","High Education","YES","Upper Class",1,0
32,"Male","British Columbia","High Education","NO","Upper Class",0,0
29,"Female","Quebec","High Education","NO","Middle Class",1,0
49,"Female","Quebec","High Education","YES","Upper Class",1,0
34,"Male","Alberta","High Education","NO","Upper Class",NA,NA
49,"Female","Quebec","Some Education","YES","Lower Class",0,0
58,"Male","Alberta","Some Education","YES","Middle Class",NA,NA
19,"Female","Saskatchewan","Some Education","NO","Upper Class",1,0
32,"Male","Quebec","High Education","YES","Lower Class",0,0
41,"Male","British Columbia","High Education","NO","Middle Class",0,1
36,"Female","Quebec","High Education","YES","Middle Class",NA,NA
62,"Male","Ontario","Some Education","YES","Lower Class",NA,NA
79,"Female","British Columbia","Some Education","YES","Lower Class",0,1
28,"Female","Quebec","Some Education","NO","Lower Class",0,0
73,"Male","Manitoba","High Education","NO","Middle Class",0,1
62,"Male","New Brunswick","High Education","YES","Lower Class",1,0
19,"Female","Quebec","Some Education","YES","Middle Class",0,1
55,"Male","British Columbia","Some Education","YES","Upper Class",NA,NA
49,"Female","Ontario","High Education","YES","Middle Class",NA,NA
56,"Female","Quebec","High Education","NO","Upper Class",NA,NA
28,"Male","Quebec","High Education","YES","Lower Class",0,0
45,"Female","Quebec","High Education","YES","Middle Class",0,0
70,"Male","Quebec","Some Education","YES","Middle Class",0,0
48,"Female","New Brunswick","High Education","YES","Lower Class",NA,NA
47,"Male","Manitoba","High Education","YES","Middle Class",NA,NA
42,"Male","Quebec","Some Education","YES","Upper Class",1,0
71,"Male","Quebec","High Education","YES","Lower Class",NA,NA
72,"Male","Quebec","High Education","YES","Upper Class",NA,NA
60,"Male","Quebec","Some Education","YES","Middle Class",1,0
47,"Male","Quebec","Some Education","NO","Lower Class",0,0
41,"Male","Quebec","High Education","YES","Upper Class",NA,NA
29,"Female","Quebec","High Education","YES","Middle Class",0,1
39,"Male","Quebec","High Education","YES","Middle Class",NA,NA
20,"Female","Quebec","Some Education","NO","Lower Class",NA,NA
49,"Male","Quebec","High Education","YES","Upper Class",1,0
42,"Male","British Columbia","High Education","NO","Upper Class",1,0
67,"Male","Quebec","Some Education","NO","Lower Class",0,0
34,"Male","Alberta","Some Education","NO","Middle Class",NA,NA
21,"Male","Quebec","Some Education","NO","Upper Class",0,0
51,"Male","Quebec","High Education","YES","Upper Class",0,1
59,"Male","New Brunswick","Some Education","NO","Middle Class",NA,NA
80,"Female","Quebec","Some Education","YES","Lower Class",1,0
54,"Male","Alberta","Some Education","YES","Middle Class",0,1
45,"Female","Alberta","High Education","YES","Lower Class",0,0
61,"Female","Quebec","Some Education","YES","Lower Class",0,0
72,"Female","Manitoba","Some Education","YES","Upper Class",NA,NA
50,"Male","Quebec","Some Education","NO","Middle Class",0,1
21,"Male","Quebec","Some Education","YES","Middle Class",0,0
32,"Female","British Columbia","High Education","NO","Upper Class",0,0
71,"Female","New Brunswick","High Education","NO","Middle Class",NA,NA
73,"Female","Quebec","Some Education","NO","Middle Class",1,0
53,"Male","Quebec","Some Education","YES","Lower Class",0,0
41,"Male","Quebec","Some Education","YES","Middle Class",0,1
36,"Female","British Columbia","High Education","YES","Upper Class",0,0
83,"Female","Quebec","High Education","YES","Middle Class",0,1
77,"Female","British Columbia","Some Education","YES","Lower Class",0,0
71,"Male","British Columbia","Some Education","YES","Lower Class",0,0
19,"Female","British Columbia","Some Education","NO","Middle Class",NA,NA
25,"Male","Quebec","Some Education","YES","Lower Class",NA,NA
56,"Male","Ontario","Some Education","YES","Middle Class",0,0
66,"Female","Alberta","Some Education","YES","Middle Class",0,0
25,"Male","Alberta","High Education","YES","Middle Class",0,0
74,"Male","Alberta","Some Education","YES","Lower Class",0,1
37,"Female","Alberta","Some Education","YES","Middle Class",0,0
53,"Female","New Brunswick","High Education","YES","Upper Class",1,0
25,"Female","British Columbia","High Education","YES","Middle Class",0,0
82,"Male","Quebec","Some Education","NO","Lower Class",0,0
72,"Female","British Columbia","Some Education","YES","Upper Class",0,1
49,"Female","Manitoba","High Education","NO","Middle Class",1,0
70,"Female","British Columbia","Some Education","YES","Middle Class",0,0
65,"Male","Manitoba","Some Education","NO","Lower Class",NA,NA
33,"Male","Quebec","High Education","YES","Middle Class",1,0
70,"Female","Manitoba","Some Education","YES","Lower Class",0,1
56,"Male","British Columbia","High Education","NO","Middle Class",1,0
30,"Female","Ontario","High Education","NO","Middle Class",1,0
73,"Female","Quebec","High Education","YES","Lower Class",0,1
35,"Female","British Columbia","Some Education","NO","Lower Class",0,0
31,"Female","Quebec","High Education","NO","Lower Class",NA,NA
69,"Female","British Columbia","Some Education","NO","Lower Class",NA,NA
51,"Male","Quebec","Some Education","YES","Lower Class",0,0
74,"Male","Ontario","Some Education","NO","Middle Class",1,0
71,"Female","British Columbia","Some Education","YES","Lower Class",0,0
19,"Female","Quebec","Some Education","NO","Lower Class",0,1
40,"Female","Alberta","Some Education","NO","Middle Class",0,0
64,"Female","Alberta","High Education","YES","Upper Class",NA,NA
47,"Male","British Columbia","Some Education","NO","Middle Class",0,0
49,"Female","British Columbia","High Education","YES","Middle Class",NA,NA
23,"Female","Quebec","Some Education","YES","Lower Class",0,0
48,"Male","Quebec","Some Education","YES","Middle Class",0,0
63,"Male","Alberta","High Education","YES","Middle Class",1,0
76,"Male","Quebec","Some Education","NO","Lower Class",NA,NA
70,"Female","Quebec","High Education","NO","Upper Class",NA,NA
62,"Male","Quebec","Some Education","YES","Upper Class",1,0
70,"Male","British Columbia","High Education","YES","Middle Class",0,0
67,"Female","Alberta","Some Education","YES","Upper Class",0,1
74,"Male","Quebec","Some Education","YES","Upper Class",0,1
57,"Male","British Columbia","High Education","YES","Upper Class",NA,NA
49,"Female","Manitoba","High Education","NO","Upper Class",0,1
68,"Female","Manitoba","High Education","YES","Lower Class",0,0
60,"Female","British Columbia","Some Education","NO","Lower Class",0,0
72,"Male","Quebec","High Education","YES","Middle Class",NA,NA
45,"Male","Quebec","Some Education","NO","Lower Class",0,0
61,"Female","Quebec","Some Education","YES","Upper Class",1,0
32,"Female","Quebec","Some Education","NO","Middle Class",0,0
51,"Female","Manitoba","Some Education","YES","Middle Class",1,0
56,"Male","New Brunswick","Some Education","YES","Lower Class",0,0
18,"Female","Quebec","Some Education","YES","Lower Class",1,0
54,"Male","Quebec","Some Education","YES","Upper Class",0,0
82,"Female","Manitoba","Some Education","YES","Lower Class",0,0
63,"Male","Alberta","Some Education","YES","Middle Class",NA,NA
73,"Female","Ontario","Some Education","NO","Lower Class",0,0
21,"Female","Quebec","Some Education","YES","Lower Class",0,0
63,"Male","Quebec","Some Education","YES","Middle Class",0,0
34,"Male","Quebec","Some Education","NO","Lower Class",0,1
19,"Female","Quebec","Some Education","YES","Lower Class",0,1
67,"Female","Quebec","Some Education","NO","Middle Class",1,0
62,"Male","British Columbia","Some Education","YES","Middle Class",1,0
57,"Male","Alberta","Some Education","YES","Middle Class",0,0
50,"Male","Quebec","High Education","YES","Middle Class",NA,NA
53,"Male","Quebec","High Education","NO","Upper Class",0,1
71,"Male","Ontario","Some Education","YES","Lower Class",1,0
64,"Male","Quebec","Some Education","YES","Upper Class",0,0
66,"Male","Quebec","High Education","YES","Middle Class",1,0
72,"Male","Ontario","Some Education","YES","Middle Class",NA,NA
36,"Male","Quebec","Some Education","NO","Middle Class",0,0
50,"Female","Alberta","High Education","YES","Upper Class",0,0
52,"Female","Alberta","High Education","NO","Lower Class",0,0
28,"Female","Quebec","Some Education","NO","Middle Class",0,0
75,"Female","Manitoba","High Education","YES","Middle Class",1,0
60,"Female","Manitoba","Some Education","NO","Lower Class",0,1
61,"Male","Alberta","High Education","NO","Upper Class",NA,NA
75,"Male","British Columbia","Some Education","YES","Lower Class",NA,NA
74,"Female","Quebec","Some Education","YES","Middle Class",0,1
34,"Male","British Columbia","Some Education","YES","Lower Class",0,1
52,"Female","British Columbia","Some Education","YES","Lower Class",1,0
72,"Female","British Columbia","Some Education","YES","Lower Class",NA,NA
23,"Female","Quebec","Some Education","NO","Middle Class",1,0
19,"Female","Quebec","Some Education","YES","Middle Class",0,0
45,"Male","Quebec","High Education","YES","Middle Class",0,0
73,"Female","Quebec","High Education","YES","Upper Class",1,0
50,"Male","Quebec","Some Education","NO","Middle Class",NA,NA
64,"Female","Quebec","Some Education","YES","Lower Class",0,0
33,"Male","Alberta","Some Education","YES","Middle Class",0,1
26,"Female","Quebec","High Education","NO","Middle Class",NA,NA
66,"Female","Quebec","Some Education","YES","Lower Class",NA,NA
53,"Male","British Columbia","Some Education","NO","Middle Class",0,0
76,"Female","Newfoundland and Labrador","Some Education","YES","Middle Class",0,0
37,"Female","Quebec","High Education","YES","Middle Class",1,0
73,"Female","Quebec","Some Education","YES","Lower Class",0,1
60,"Male","Alberta","Some Education","NO","Lower Class",NA,NA
58,"Female","Alberta","Some Education","YES","Middle Class",0,1
25,"Male","Quebec","High Education","YES","Upper Class",0,0
28,"Male","Quebec","High Education","YES","Upper Class",1,0
42,"Female","Manitoba","Some Education","NO","Middle Class",0,1
32,"Female","Quebec","High Education","YES","Lower Class",0,0
52,"Female","Quebec","Some Education","YES","Middle Class",NA,NA
42,"Female","Quebec","Some Education","NO","Upper Class",NA,NA
58,"Male","Quebec","Some Education","YES","Lower Class",0,0
41,"Male","British Columbia","High Education","YES","Lower Class",NA,NA
62,"Female","Manitoba","Some Education","YES","Middle Class",0,1
39,"Male","Alberta","Some Education","NO","Lower Class",NA,NA
22,"Female","Quebec","High Education","YES","Middle Class",0,1
56,"Female","Quebec","High Education","NO","Upper Class",NA,NA
71,"Male","Quebec","Some Education","NO","Lower Class",1,0
74,"Male","British Columbia","High Education","YES","Upper Class",0,0
70,"Male","Quebec","Some Education","YES","Middle Class",NA,NA
31,"Male","British Columbia","Some Education","YES","Middle Class",0,0
27,"Male","Quebec","High Education","YES","Upper Class",NA,NA
27,"Male","Quebec","Some Education","YES","Lower Class",0,0
78,"Female","Alberta","High Education","YES","Upper Class",1,0
58,"Female","British Columbia","Some Education","NO","Middle Class",0,1
43,"Female","Manitoba","High Education","YES","Middle Class",0,0
22,"Female","British Columbia","Some Education","YES","Middle Class",1,0
30,"Female","Quebec","Some Education","NO","Middle Class",0,1
24,"Male","British Columbia","Some Education","YES","Lower Class",NA,NA
73,"Male","Quebec","Some Education","YES","Lower Class",0,0
31,"Male","Alberta","Some Education","YES","Middle Class",1,0
63,"Female","Ontario","High Education","YES","Middle Class",1,0
70,"Male","Alberta","Some Education","YES","Upper Class",1,0
67,"Male","Quebec","Some Education","NO","Middle Class",0,1
34,"Male","Quebec","High Education","YES","Lower Class",NA,NA
43,"Male","Alberta","Some Education","YES","Middle Class",1,0
67,"Female","Manitoba","High Education","YES","Upper Class",1,0
69,"Female","Alberta","Some Education","YES","Middle Class",1,0
39,"Male","Quebec","High Education","YES","Middle Class",1,0
36,"Male","Quebec","High Education","NO","Upper Class",0,1
60,"Male","British Columbia","High Education","YES","Lower Class",0,0
65,"Male","New Brunswick","Some Education","YES","Middle Class",0,1
48,"Male","Quebec","High Education","YES","Middle Class",0,1
45,"Female","Quebec","High Education","NO","Middle Class",NA,NA
43,"Female","Alberta","Some Education","NO","Lower Class",0,1
28,"Male","British Columbia","Some Education","NO","Middle Class",NA,NA
20,"Male","Quebec","Some Education","YES","Lower Class",0,0
59,"Female","Quebec","Some Education","NO","Middle Class",1,0
34,"Male","Ontario","Some Education","YES","Middle Class",NA,NA
51,"Male","Alberta","Some Education","YES","Middle Class",1,0
37,"Male","British Columbia","Some Education","NO","Lower Class",0,0
68,"Female","Quebec","High Education","YES","Middle Class",1,0
29,"Male","New Brunswick","Some Education","NO","Middle Class",NA,NA
70,"Male","Quebec","High Education","NO","Middle Class",1,0
69,"Male","Alberta","Some Education","YES","Lower Class",0,1
42,"Female","Alberta","High Education","NO","Lower Class",0,1
28,"Male","Quebec","Some Education","YES","Lower Class",0,0
32,"Female","New Brunswick","High Education","NO","Middle Class",NA,NA
29,"Female","Quebec","Some Education","YES","Lower Class",NA,NA
21,"Male","Quebec","Some Education","NO","Middle Class",0,0
52,"Male","British Columbia","Some Education","NO","Middle Class",1,0
81,"Male","Manitoba","Some Education","YES","Lower Class",1,0
66,"Male","Quebec","Some Education","YES","Middle Class",NA,NA
38,"Female","Quebec","Some Education","YES","Middle Class",0,0
40,"Female","Quebec","High Education","NO","Middle Class",1,0
78,"Female","Quebec","High Education","NO","Middle Class",1,0
62,"Female","Quebec","Some Education","NO","Middle Class",1,0
47,"Male","Quebec","Some Education","YES","Lower Class",0,0
79,"Female","Quebec","High Education","YES","Upper Class",1,0
30,"Female","Quebec","Some Education","NO","Lower Class",0,0
62,"Female","Alberta","Some Education","YES","Middle Class",0,1
69,"Male","Quebec","High Education","YES","Middle Class",0,0
22,"Female","Quebec","High Education","YES","Lower Class",0,0
66,"Male","British Columbia","Some Education","NO","Lower Class",1,0
28,"Male","British Columbia","High Education","NO","Upper Class",NA,NA
77,"Male","Quebec","Some Education","YES","Middle Class",1,0
35,"Female","Quebec","High Education","YES","Upper Class",0,0
55,"Female","Quebec","High Education","YES","Middle Class",NA,NA
54,"Female","Quebec","Some Education","NO","Upper Class",0,1
64,"Female","Quebec","High Education","YES","Middle Class",1,0
25,"Male","Alberta","High Education","YES","Lower Class",0,0
63,"Male","Quebec","High Education","NO","Lower Class",0,0
40,"Female","Quebec","High Education","YES","Upper Class",0,1
60,"Female","Manitoba","Some Education","NO","Lower Class",0,0
64,"Male","Quebec","Some Education","NO","Lower Class",1,0
37,"Male","Quebec","High Education","YES","Middle Class",0,0
77,"Male","Quebec","High Education","YES","Lower Class",1,0
38,"Male","Quebec","High Education","YES","Middle Class",0,1
39,"Male","Manitoba","Some Education","YES","Middle Class",1,0
71,"Male","Alberta","Some Education","YES","Lower Class",0,0
50,"Female","Quebec","High Education","YES","Middle Class",0,0
40,"Male","Ontario","Some Education","YES","Middle Class",NA,NA
45,"Female","British Columbia","Some Education","NO","Middle Class",0,0
53,"Male","Quebec","Some Education","YES","Lower Class",0,1
45,"Female","Quebec","High Education","YES","Middle Class",0,0
71,"Male","Manitoba","Some Education","YES","Lower Class",NA,NA
42,"Male","Quebec","Some Education","NO","Lower Class",0,0
58,"Female","Quebec","High Education","YES","Lower Class",NA,NA
66,"Male","Quebec","High Education","NO","Middle Class",1,0
50,"Male","British Columbia","High Education","YES","Middle Class",NA,NA
34,"Male","Quebec","High Education","YES","Upper Class",1,0
25,"Female","Quebec","Some Education","YES","Lower Class",0,0
63,"Female","Quebec","Some Education","YES","Lower Class",0,0
22,"Female","Quebec","High Education","NO","Middle Class",0,0
56,"Male","Quebec","High Education","YES","Upper Class",NA,NA
45,"Male","British Columbia","High Education","NO","Middle Class",0,0
81,"Female","Quebec","Some Education","YES","Middle Class",0,0
71,"Male","Alberta","High Education","YES","Lower Class",0,1
70,"Male","Quebec","Some Education","YES","Middle Class",NA,NA
73,"Male","Quebec","Some Education","YES","Upper Class",0,0
78,"Male","British Columbia","High Education","YES","Middle Class",0,1
32,"Male","Quebec","High Education","YES","Middle Class",NA,NA
30,"Male","Quebec","Some Education","YES","Middle Class",NA,NA
89,"Female","Quebec","High Education","NO","Lower Class",NA,NA
39,"Male","Quebec","High Education","YES","Middle Class",0,0
54,"Female","Manitoba","Some Education","YES","Middle Class",1,0
52,"Male","British Columbia","Some Education","YES","Upper Class",0,0
83,"Male","British Columbia","High Education","YES","Upper Class",0,1
42,"Male","Quebec","High Education","YES","Upper Class",0,1
27,"Female","British Columbia","High Education","YES","Middle Class",1,0
49,"Female","Quebec","High Education","NO","Middle Class",0,1
58,"Female","Quebec","High Education","NO","Middle Class",1,0
19,"Male","Quebec","Some Education","YES","Middle Class",NA,NA
59,"Male","Quebec","High Education","NO","Upper Class",NA,NA
29,"Female","Quebec","High Education","YES","Lower Class",0,0
66,"Female","Quebec","Some Education","NO","Middle Class",NA,NA
54,"Male","Quebec","Some Education","YES","Lower Class",0,0
48,"Female","Alberta","High Education","NO","Upper Class",1,0
73,"Female","Quebec","High Education","YES","Upper Class",NA,NA
32,"Male","Quebec","High Education","NO","Upper Class",0,0
59,"Female","British Columbia","Some Education","YES","Lower Class",0,0
49,"Female","Alberta","Some Education","YES","Middle Class",NA,NA
47,"Male","Quebec","High Education","NO","Middle Class",1,0
49,"Male","Manitoba","High Education","NO","Middle Class",1,0
59,"Female","British Columbia","High Education","NO","Middle Class",0,1
74,"Male","Alberta","Some Education","YES","Middle Class",NA,NA
69,"Female","Quebec","High Education","YES","Lower Class",0,0
31,"Female","New Brunswick","High Education","YES","Middle Class",NA,NA
31,"Female","Alberta","Some Education","YES","Middle Class",NA,NA
36,"Male","Quebec","Some Education","YES","Middle Class",0,0
27,"Male","Quebec","Some Education","YES","Lower Class",0,0
72,"Male","Alberta","Some Education","YES","Middle Class",NA,NA
57,"Male","Quebec","High Education","NO","Upper Class",0,0
41,"Female","Manitoba","High Education","NO","Middle Class",NA,NA
79,"Female","Alberta","High Education","NO","Middle Class",1,0
44,"Male","British Columbia","High Education","YES","Upper Class",0,0
70,"Female","Quebec","High Education","YES","Middle Class",1,0
32,"Male","Quebec","Some Education","NO","Middle Class",0,0
37,"Female","Alberta","High Education","YES","Middle Class",NA,NA
31,"Male","British Columbia","Some Education","YES","Upper Class",NA,NA
53,"Male","Quebec","High Education","YES","Middle Class",0,0
47,"Female","Quebec","High Education","YES","Upper Class",1,0
33,"Male","Quebec","High Education","NO","Middle Class",0,0
28,"Female","Quebec","High Education","YES","Middle Class",0,0
64,"Female","Alberta","Some Education","YES","Middle Class",0,1
53,"Male","Manitoba","Some Education","NO","Middle Class",1,0
76,"Male","British Columbia","Some Education","YES","Middle Class",NA,NA
69,"Female","Alberta","High Education","NO","Upper Class",NA,NA
56,"Female","Quebec","High Education","NO","Upper Class",1,0
62,"Female","Quebec","Some Education","NO","Middle Class",NA,NA
19,"Female","Quebec","Some Education","YES","Lower Class",NA,NA
75,"Male","Quebec","Some Education","YES","Middle Class",1,0
40,"Female","Quebec","Some Education","NO","Middle Class",NA,NA
54,"Female","Quebec","High Education","YES","Middle Class",NA,NA
75,"Male","Quebec","Some Education","YES","Lower Class",0,1
52,"Male","Alberta","Some Education","YES","Lower Class",NA,NA
64,"Male","Quebec","Some Education","YES","Upper Class",NA,NA
64,"Male","British Columbia","Some Education","NO","Lower Class",0,0
44,"Male","British Columbia","High Education","YES","Lower Class",0,0
64,"Female","British Columbia","Some Education","NO","Lower Class",NA,NA
47,"Female","Quebec","Some Education","NO","Middle Class",1,0
55,"Male","New Brunswick","Some Education","YES","Middle Class",0,1
43,"Female","Quebec","Some Education","YES","Middle Class",1,0
68,"Male","Quebec","High Education","YES","Upper Class",0,0
61,"Male","Manitoba","High Education","YES","Upper Class",NA,NA
31,"Female","Quebec","High Education","YES","Middle Class",0,0
69,"Female","Quebec","High Education","YES","Middle Class",NA,NA
71,"Female","Alberta","Some Education","NO","Middle Class",0,0
76,"Male","New Brunswick","High Education","NO","Lower Class",NA,NA
63,"Male","Quebec","Some Education","YES","Middle Class",0,0
57,"Female","New Brunswick","High Education","NO","Upper Class",0,0
49,"Male","Ontario","Some Education","NO","Middle Class",1,0
53,"Male","British Columbia","Some Education","YES","Middle Class",0,0
73,"Female","Quebec","Some Education","YES","Lower Class",1,0
54,"Male","Alberta","Some Education","NO","Middle Class",NA,NA
52,"Male","Alberta","High Education","YES","Upper Class",0,0
65,"Male","Quebec","Some Education","YES","Lower Class",0,0
69,"Male","British Columbia","Some Education","NO","Middle Class",0,0
33,"Male","Quebec","High Education","YES","Lower Class",1,0
76,"Male","Quebec","High Education","YES","Upper Class",0,0
80,"Male","Quebec","Some Education","YES","Middle Class",NA,NA
43,"Female","Quebec","Some Education","YES","Lower Class",NA,NA
49,"Female","Quebec","Some Education","YES","Middle Class",0,1
52,"Male","Alberta","Some Education","YES","Upper Class",0,1
67,"Female","Quebec","Some Education","YES","Lower Class",1,0
36,"Male","British Columbia","High Education","YES","Upper Class",1,0
65,"Male","British Columbia","High Education","YES","Middle Class",0,1
49,"Female","Quebec","High Education","YES","Upper Class",1,0
37,"Female","Quebec","High Education","YES","Upper Class",0,1
65,"Male","Quebec","Some Education","YES","Lower Class",0,0
54,"Male","Quebec","Some Education","YES","Upper Class",0,1
69,"Female","Alberta","High Education","YES","Upper Class",0,1
74,"Female","British Columbia","High Education","YES","Middle Class",0,0
55,"Female","Quebec","Some Education","YES","Middle Class",0,1
29,"Male","British Columbia","Some Education","YES","Middle Class",NA,NA
52,"Female","Manitoba","Some Education","YES","Middle Class",0,0
27,"Female","Quebec","High Education","NO","Middle Class",0,0
33,"Male","Saskatchewan","High Education","NO","Lower Class",0,0
26,"Female","Alberta","High Education","NO","Lower Class",1,0
56,"Male","New Brunswick","High Education","YES","Upper Class",NA,NA
25,"Female","Alberta","High Education","YES","Upper Class",1,0
35,"Female","Quebec","High Education","YES","Middle Class",1,0
50,"Male","Quebec","High Education","NO","Lower Class",NA,NA
62,"Male","British Columbia","Some Education","YES","Middle Class",1,0
67,"Female","Alberta","High Education","YES","Middle Class",0,0
63,"Male","Alberta","Some Education","YES","Middle Class",0,0
78,"Male","British Columbia","Some Education","YES","Middle Class",1,0
53,"Female","Quebec","High Education","YES","Upper Class",0,1
62,"Female","Quebec","Some Education","YES","Middle Class",0,1
46,"Male","Quebec","Some Education","NO","Middle Class",NA,NA
31,"Male","Manitoba","Some Education","NO","Lower Class",0,0
78,"Male","Quebec","Some Education","YES","Lower Class",1,0
67,"Female","Quebec","High Education","YES","Lower Class",NA,NA
55,"Female","British Columbia","Some Education","NO","Middle Class",0,0
59,"Male","Alberta","Some Education","NO","Middle Class",NA,NA
73,"Female","New Brunswick","Some Education","YES","Lower Class",1,0
21,"Male","Quebec","Some Education","NO","Lower Class",0,0
70,"Female","British Columbia","High Education","YES","Middle Class",0,0
63,"Male","British Columbia","High Education","YES","Lower Class",0,0
79,"Female","British Columbia","Some Education","NO","Lower Class",1,0
51,"Male","Quebec","High Education","NO","Upper Class",NA,NA
72,"Female","Quebec","Some Education","YES","Middle Class",0,1
42,"Male","Alberta","High Education","YES","Middle Class",0,1
44,"Male","Quebec","High Education","YES","Lower Class",0,1
69,"Female","Quebec","Some Education","NO","Middle Class",0,1
74,"Female","Ontario","Some Education","YES","Lower Class",1,0
66,"Female","Quebec","Some Education","NO","Lower Class",0,0
31,"Male","Quebec","High Education","NO","Middle Class",0,0
19,"Male","Alberta","Some Education","YES","Upper Class",NA,NA
60,"Female","Quebec","Low Education","YES","Lower Class",0,1
84,"Female","British Columbia","High Education","NO","Lower Class",NA,NA
61,"Male","Ontario","Some Education","YES","Lower Class",1,0
27,"Female","Quebec","High Education","YES","Middle Class",0,1
80,"Male","Alberta","High Education","YES","Middle Class",0,0
70,"Female","British Columbia","High Education","YES","Lower Class",NA,NA
85,"Female","British Columbia","Some Education","YES","Upper Class",1,0
68,"Female","Quebec","Some Education","YES","Upper Class",0,1
35,"Male","Alberta","High Education","NO","Middle Class",0,1
64,"Male","Manitoba","Some Education","NO","Middle Class",1,0
75,"Female","Quebec","High Education","NO","Middle Class",0,0
51,"Female","British Columbia","High Education","YES","Middle Class",1,0
34,"Male","British Columbia","High Education","YES","Upper Class",0,1
61,"Female","British Columbia","High Education","YES","Middle Class",NA,NA
59,"Male","Manitoba","High Education","YES","Lower Class",NA,NA
66,"Male","Quebec","Some Education","YES","Upper Class",0,1
62,"Male","Quebec","High Education","YES","Lower Class",1,0
28,"Male","Quebec","High Education","NO","Middle Class",NA,NA
30,"Female","Ontario","Some Education","NO","Lower Class",NA,NA
69,"Male","Quebec","High Education","YES","Middle Class",0,0
46,"Female","Quebec","High Education","YES","Upper Class",NA,NA
28,"Female","Quebec","Some Education","YES","Upper Class",1,0
57,"Female","Quebec","Some Education","YES","Upper Class",0,1
29,"Female","Alberta","High Education","NO","Middle Class",1,0
57,"Male","British Columbia","High Education","YES","Upper Class",0,0
32,"Male","Quebec","High Education","NO","Middle Class",0,0
20,"Female","Quebec","Some Education","YES","Lower Class",0,0
53,"Female","Quebec","Some Education","YES","Middle Class",NA,NA
76,"Female","Manitoba","Some Education","YES","Middle Class",0,1
84,"Female","Quebec","Some Education","YES","Lower Class",NA,NA
59,"Female","Quebec","High Education","NO","Upper Class",0,1
50,"Female","Ontario","High Education","YES","Lower Class",NA,NA
75,"Female","New Brunswick","Some Education","YES","Middle Class",1,0
66,"Female","Manitoba","Some Education","YES","Lower Class",1,0
67,"Female","Manitoba","High Education","YES","Lower Class",0,0
57,"Male","Manitoba","High Education","YES","Upper Class",0,0
75,"Female","Quebec","Some Education","YES","Middle Class",1,0
61,"Female","Quebec","Some Education","YES","Middle Class",1,0
59,"Female","New Brunswick","Some Education","YES","Lower Class",NA,NA
31,"Female","Quebec","Some Education","YES","Middle Class",NA,NA
66,"Female","Quebec","High Education","YES","Lower Class",NA,NA
68,"Male","Quebec","Some Education","YES","Lower Class",0,0
40,"Male","Quebec","Some Education","YES","Middle Class",0,1
64,"Female","Quebec","High Education","YES","Upper Class",NA,NA
67,"Female","Alberta","Some Education","NO","Lower Class",0,1
61,"Female","Quebec","High Education","YES","Upper Class",NA,NA
30,"Male","Quebec","High Education","NO","Middle Class",0,0
76,"Male","Quebec","Some Education","YES","Lower Class",0,1
48,"Female","Manitoba","Some Education","YES","Lower Class",0,0
35,"Female","British Columbia","High Education","NO","Middle Class",0,0
41,"Male","Manitoba","Some Education","YES","Lower Class",0,1
62,"Male","Manitoba","Some Education","YES","Middle Class",0,1
39,"Female","Alberta","High Education","NO","Middle Class",1,0
61,"Male","Quebec","Some Education","YES","Middle Class",NA,NA
59,"Female","Quebec","Some Education","NO","Upper Class",0,0
58,"Female","Alberta","High Education","YES","Upper Class",0,1
