"age","sex","province","education","religion","income_before_tax","vote_liberal","vote_conservative"
64,"Male","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",0,1
66,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
42,"Female","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor",NA,NA
69,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor",NA,NA
35,"Female","British Columbia","Highly Educated","NO","Middle Class",1,0
63,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
28,"Male","Alberta","Highly Educated","NO","Middle Class",NA,NA
31,"Male","Alberta","Some Education","YES","Middle Class",NA,NA
80,"Male","New Brunswick","Some Education","YES","Lower Middle Class to Poor",0,0
59,"Female","Alberta","Some Education","YES","Upper Middle Class to Wealthy",0,1
68,"Male","Manitoba","Some Education","YES","Lower Middle Class to Poor",0,0
50,"Male","Manitoba","Some Education","YES","Lower Middle Class to Poor",NA,NA
52,"Female","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",NA,NA
56,"Female","Alberta","Highly Educated","NO","Middle Class",NA,NA
52,"Female","Alberta","Highly Educated","YES","Middle Class",0,1
65,"Female","Alberta","Highly Educated","NO","Lower Middle Class to Poor",0,0
80,"Male","Alberta","Some Education","YES","Middle Class",0,1
60,"Female","Newfoundland and Labrador","Highly Educated","NO","Lower Middle Class to Poor",1,0
35,"Male","British Columbia","Highly Educated","YES","Middle Class",0,0
76,"Female","Alberta","Some Education","YES","Middle Class",NA,NA
29,"Female","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",0,1
78,"Male","Alberta","Some Education","NO","Middle Class",1,0
43,"Female","Newfoundland and Labrador","Some Education","YES","Middle Class",0,0
52,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor",NA,NA
34,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
51,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
64,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
23,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA
67,"Female","New Brunswick","Some Education","YES","Middle Class",NA,NA
66,"Female","Alberta","Some Education","YES","Middle Class",NA,NA
31,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
80,"Male","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",1,0
68,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",1,0
70,"Male","Newfoundland and Labrador","Highly Educated","YES","Middle Class",1,0
33,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
60,"Female","New Brunswick","Some Education","YES","Middle Class",1,0
71,"Male","Alberta","Highly Educated","NO","Lower Middle Class to Poor",1,0
53,"Male","Manitoba","Some Education","YES","Lower Middle Class to Poor",1,0
73,"Female","Manitoba","Highly Educated","YES","Lower Middle Class to Poor",1,0
44,"Female","British Columbia","Limited Education","YES","Lower Middle Class to Poor",0,0
38,"Male","British Columbia","Some Education","NO","Middle Class",NA,NA
48,"Female","British Columbia","Some Education","YES","Middle Class",0,1
26,"Female","New Brunswick","Highly Educated","YES","Middle Class",0,0
23,"Female","British Columbia","Some Education","YES","Middle Class",NA,NA
71,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",1,0
60,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
80,"Male","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA
43,"Female","Manitoba","Some Education","NO","Upper Middle Class to Wealthy",0,0
26,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",0,0
46,"Female","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",0,0
54,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",1,0
26,"Female","New Brunswick","Some Education","YES","Middle Class",NA,NA
42,"Female","Alberta","Some Education","NO","Middle Class",0,1
51,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",0,1
71,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",NA,NA
70,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
32,"Male","Alberta","Some Education","NO","Middle Class",0,0
22,"Female","British Columbia","Some Education","NO","Middle Class",0,0
32,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
34,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor",NA,NA
55,"Female","Newfoundland and Labrador","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
44,"Male","Manitoba","Some Education","NO","Lower Middle Class to Poor",NA,NA
61,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",1,0
57,"Male","Manitoba","Highly Educated","YES","Middle Class",0,0
24,"Male","Alberta","Some Education","NO","Middle Class",1,0
60,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor",0,0
48,"Female","Alberta","Some Education","YES","Middle Class",NA,NA
53,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
69,"Female","Alberta","Highly Educated","YES","Middle Class",1,0
70,"Male","Manitoba","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
29,"Male","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA
74,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA
56,"Male","British Columbia","Some Education","NO","Middle Class",NA,NA
31,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
31,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",0,0
77,"Female","Alberta","Highly Educated","NO","Middle Class",NA,NA
32,"Female","New Brunswick","Highly Educated","YES","Middle Class",NA,NA
59,"Male","Alberta","Some Education","NO","Middle Class",0,1
44,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1
22,"Female","Manitoba","Some Education","NO","Middle Class",0,0
69,"Male","British Columbia","Highly Educated","YES","Middle Class",NA,NA
29,"Female","Alberta","Some Education","YES","Middle Class",NA,NA
55,"Female","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",0,1
52,"Female","British Columbia","Highly Educated","YES","Middle Class",1,0
76,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA
26,"Male","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",1,0
75,"Female","Alberta","Some Education","YES","Middle Class",0,1
70,"Male","Alberta","Some Education","YES","Middle Class",NA,NA
23,"Female","British Columbia","Highly Educated","NO","Lower Middle Class to Poor",0,0
35,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
71,"Female","Alberta","Some Education","NO","Middle Class",0,1
30,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
55,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",1,0
37,"Male","Newfoundland and Labrador","Highly Educated","YES","Lower Middle Class to Poor",1,0
46,"Male","Newfoundland and Labrador","Some Education","NO","Lower Middle Class to Poor",0,0
69,"Female","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor",1,0
65,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
36,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA
61,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",1,0
63,"Male","British Columbia","Highly Educated","YES","Middle Class",NA,NA
62,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1
60,"Female","Manitoba","Some Education","YES","Middle Class",NA,NA
72,"Female","British Columbia","Some Education","NO","Middle Class",0,0
32,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
54,"Male","Alberta","Highly Educated","YES","Middle Class",NA,NA
82,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1
53,"Female","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",0,1
51,"Female","British Columbia","Some Education","YES","Middle Class",NA,NA
60,"Male","Alberta","Some Education","YES","Middle Class",0,0
29,"Male","Alberta","Highly Educated","YES","Middle Class",0,1
30,"Male","British Columbia","Highly Educated","YES","Middle Class",1,0
56,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA
63,"Male","Manitoba","Some Education","YES","Middle Class",0,1
62,"Male","Alberta","Highly Educated","YES","Middle Class",0,0
44,"Male","Newfoundland and Labrador","Some Education","YES","Middle Class",1,0
77,"Male","Alberta","Some Education","YES","Middle Class",0,1
72,"Male","Manitoba","Some Education","YES","Middle Class",NA,NA
46,"Female","British Columbia","Some Education","NO","Middle Class",0,0
59,"Male","Alberta","Some Education","YES","Middle Class",0,1
47,"Female","British Columbia","Some Education","YES","Middle Class",NA,NA
31,"Male","British Columbia","Highly Educated","NO","Middle Class",NA,NA
53,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",0,1
68,"Female","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",0,0
25,"Female","British Columbia","Highly Educated","NO","Lower Middle Class to Poor",NA,NA
67,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
27,"Female","Alberta","Highly Educated","YES","Middle Class",0,1
24,"Male","British Columbia","Some Education","YES","Middle Class",0,0
65,"Male","British Columbia","Some Education","YES","Middle Class",NA,NA
35,"Female","Alberta","Highly Educated","YES","Middle Class",0,0
55,"Male","British Columbia","Some Education","YES","Middle Class",0,1
66,"Female","New Brunswick","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
28,"Male","New Brunswick","Highly Educated","NO","Lower Middle Class to Poor",0,0
68,"Female","Alberta","Highly Educated","YES","Middle Class",0,1
35,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
82,"Female","British Columbia","Some Education","YES","Middle Class",0,1
32,"Female","British Columbia","Highly Educated","NO","Middle Class",0,0
37,"Male","Manitoba","Some Education","NO","Middle Class",NA,NA
61,"Female","Alberta","Some Education","YES","Upper Middle Class to Wealthy",1,0
34,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
32,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
62,"Male","Manitoba","Some Education","YES","Middle Class",0,1
73,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,1
79,"Male","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",0,0
69,"Female","Manitoba","Some Education","YES","Middle Class",NA,NA
51,"Female","Alberta","Some Education","YES","Middle Class",0,0
76,"Male","Alberta","Highly Educated","YES","Middle Class",0,1
39,"Female","British Columbia","Highly Educated","NO","Middle Class",NA,NA
32,"Female","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",0,0
34,"Female","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA
58,"Female","Alberta","Some Education","YES","Middle Class",NA,NA
41,"Female","British Columbia","Highly Educated","NO","Middle Class",0,1
79,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,1
73,"Male","Manitoba","Highly Educated","NO","Middle Class",0,1
62,"Female","New Brunswick","Highly Educated","YES","Lower Middle Class to Poor",1,0
55,"Female","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",NA,NA
48,"Female","New Brunswick","Highly Educated","YES","Lower Middle Class to Poor",NA,NA
47,"Female","Manitoba","Highly Educated","YES","Middle Class",NA,NA
42,"Male","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",1,0
34,"Male","Alberta","Some Education","NO","Middle Class",NA,NA
59,"Female","New Brunswick","Some Education","NO","Middle Class",NA,NA
54,"Male","Alberta","Some Education","YES","Middle Class",0,1
45,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor",0,0
72,"Female","Manitoba","Some Education","YES","Upper Middle Class to Wealthy",NA,NA
32,"Male","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",0,0
71,"Female","New Brunswick","Highly Educated","NO","Middle Class",NA,NA
36,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
77,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
71,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
19,"Male","British Columbia","Some Education","NO","Middle Class",NA,NA
66,"Male","Alberta","Some Education","YES","Middle Class",0,0
25,"Female","Alberta","Highly Educated","YES","Middle Class",0,0
74,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1
37,"Male","Alberta","Some Education","YES","Middle Class",0,0
53,"Female","New Brunswick","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
25,"Female","British Columbia","Highly Educated","YES","Middle Class",0,0
72,"Female","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",0,1
49,"Female","Manitoba","Highly Educated","NO","Middle Class",1,0
70,"Female","British Columbia","Some Education","YES","Middle Class",0,0
65,"Male","Manitoba","Some Education","NO","Lower Middle Class to Poor",NA,NA
70,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",0,1
56,"Female","British Columbia","Highly Educated","NO","Middle Class",1,0
35,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
69,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA
71,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
40,"Male","Alberta","Some Education","NO","Middle Class",0,0
64,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
47,"Female","British Columbia","Some Education","NO","Middle Class",0,0
49,"Female","British Columbia","Highly Educated","YES","Middle Class",NA,NA
63,"Female","Alberta","Highly Educated","YES","Middle Class",1,0
70,"Female","British Columbia","Highly Educated","YES","Middle Class",0,0
67,"Male","Alberta","Some Education","YES","Upper Middle Class to Wealthy",0,1
57,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
49,"Female","Manitoba","Highly Educated","NO","Upper Middle Class to Wealthy",0,1
68,"Female","Manitoba","Highly Educated","YES","Lower Middle Class to Poor",0,0
60,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
51,"Female","Manitoba","Some Education","YES","Middle Class",1,0
56,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor",0,0
82,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",0,0
63,"Male","Alberta","Some Education","YES","Middle Class",NA,NA
62,"Male","British Columbia","Some Education","YES","Middle Class",1,0
57,"Female","Alberta","Some Education","YES","Middle Class",0,0
50,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
52,"Female","Alberta","Highly Educated","NO","Lower Middle Class to Poor",0,0
75,"Female","Manitoba","Highly Educated","YES","Middle Class",1,0
60,"Female","Manitoba","Some Education","NO","Lower Middle Class to Poor",0,1
61,"Female","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA
75,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA
34,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,1
52,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",1,0
72,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA
33,"Female","Alberta","Some Education","YES","Middle Class",0,1
53,"Female","British Columbia","Some Education","NO","Middle Class",0,0
76,"Male","Newfoundland and Labrador","Some Education","YES","Middle Class",0,0
60,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor",NA,NA
58,"Male","Alberta","Some Education","YES","Middle Class",0,1
42,"Male","Manitoba","Some Education","NO","Middle Class",0,1
41,"Male","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",NA,NA
62,"Male","Manitoba","Some Education","YES","Middle Class",0,1
39,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",NA,NA
74,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
31,"Male","British Columbia","Some Education","YES","Middle Class",0,0
78,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
58,"Male","British Columbia","Some Education","NO","Middle Class",0,1
43,"Female","Manitoba","Highly Educated","YES","Middle Class",0,0
22,"Female","British Columbia","Some Education","YES","Middle Class",1,0
24,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA
31,"Male","Alberta","Some Education","YES","Middle Class",1,0
70,"Female","Alberta","Some Education","YES","Upper Middle Class to Wealthy",1,0
43,"Female","Alberta","Some Education","YES","Middle Class",1,0
67,"Female","Manitoba","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
69,"Female","Alberta","Some Education","YES","Middle Class",1,0
60,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",0,0
65,"Female","New Brunswick","Some Education","YES","Middle Class",0,1
43,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",0,1
28,"Female","British Columbia","Some Education","NO","Middle Class",NA,NA
51,"Female","Alberta","Some Education","YES","Middle Class",1,0
37,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
29,"Female","New Brunswick","Some Education","NO","Middle Class",NA,NA
69,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1
42,"Male","Alberta","Highly Educated","NO","Lower Middle Class to Poor",0,1
32,"Male","New Brunswick","Highly Educated","NO","Middle Class",NA,NA
52,"Male","British Columbia","Some Education","NO","Middle Class",1,0
81,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",1,0
62,"Female","Alberta","Some Education","YES","Middle Class",0,1
66,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",1,0
28,"Male","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA
25,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor",0,0
60,"Male","Manitoba","Some Education","NO","Lower Middle Class to Poor",0,0
39,"Female","Manitoba","Some Education","YES","Middle Class",1,0
71,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
45,"Male","British Columbia","Some Education","NO","Middle Class",0,0
71,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",NA,NA
50,"Female","British Columbia","Highly Educated","YES","Middle Class",NA,NA
45,"Male","British Columbia","Highly Educated","NO","Middle Class",0,0
71,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor",0,1
78,"Male","British Columbia","Highly Educated","YES","Middle Class",0,1
54,"Male","Manitoba","Some Education","YES","Middle Class",1,0
52,"Female","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",0,0
83,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
27,"Female","British Columbia","Highly Educated","YES","Middle Class",1,0
48,"Female","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",1,0
59,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
49,"Female","Alberta","Some Education","YES","Middle Class",NA,NA
49,"Female","Manitoba","Highly Educated","NO","Middle Class",1,0
59,"Male","British Columbia","Highly Educated","NO","Middle Class",0,1
74,"Male","Alberta","Some Education","YES","Middle Class",NA,NA
31,"Male","New Brunswick","Highly Educated","YES","Middle Class",NA,NA
31,"Male","Alberta","Some Education","YES","Middle Class",NA,NA
72,"Female","Alberta","Some Education","YES","Middle Class",NA,NA
41,"Male","Manitoba","Highly Educated","NO","Middle Class",NA,NA
79,"Female","Alberta","Highly Educated","NO","Middle Class",1,0
44,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
37,"Male","Alberta","Highly Educated","YES","Middle Class",NA,NA
31,"Female","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",NA,NA
64,"Female","Alberta","Some Education","YES","Middle Class",0,1
53,"Female","Manitoba","Some Education","NO","Middle Class",1,0
76,"Female","British Columbia","Some Education","YES","Middle Class",NA,NA
69,"Male","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA
52,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA
64,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
44,"Male","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",0,0
64,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA
55,"Female","New Brunswick","Some Education","YES","Middle Class",0,1
61,"Male","Manitoba","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
71,"Male","Alberta","Some Education","NO","Middle Class",0,0
76,"Female","New Brunswick","Highly Educated","NO","Lower Middle Class to Poor",NA,NA
57,"Female","New Brunswick","Highly Educated","NO","Upper Middle Class to Wealthy",0,0
53,"Female","British Columbia","Some Education","YES","Middle Class",0,0
54,"Female","Alberta","Some Education","NO","Middle Class",NA,NA
52,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
69,"Female","British Columbia","Some Education","NO","Middle Class",0,0
52,"Female","Alberta","Some Education","YES","Upper Middle Class to Wealthy",0,1
36,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
65,"Male","British Columbia","Highly Educated","YES","Middle Class",0,1
69,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
74,"Female","British Columbia","Highly Educated","YES","Middle Class",0,0
29,"Female","British Columbia","Some Education","YES","Middle Class",NA,NA
52,"Male","Manitoba","Some Education","YES","Middle Class",0,0
26,"Male","Alberta","Highly Educated","NO","Lower Middle Class to Poor",1,0
56,"Female","New Brunswick","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
25,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
62,"Female","British Columbia","Some Education","YES","Middle Class",1,0
67,"Male","Alberta","Highly Educated","YES","Middle Class",0,0
63,"Male","Alberta","Some Education","YES","Middle Class",0,0
78,"Female","British Columbia","Some Education","YES","Middle Class",1,0
31,"Female","Manitoba","Some Education","NO","Lower Middle Class to Poor",0,0
55,"Female","British Columbia","Some Education","NO","Middle Class",0,0
59,"Male","Alberta","Some Education","NO","Middle Class",NA,NA
73,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor",1,0
70,"Male","British Columbia","Highly Educated","YES","Middle Class",0,0
63,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",0,0
79,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",1,0
42,"Female","Alberta","Highly Educated","YES","Middle Class",0,1
19,"Female","Alberta","Some Education","YES","Upper Middle Class to Wealthy",NA,NA
84,"Male","British Columbia","Highly Educated","NO","Lower Middle Class to Poor",NA,NA
80,"Female","Alberta","Highly Educated","YES","Middle Class",0,0
70,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",NA,NA
85,"Male","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",1,0
35,"Male","Alberta","Highly Educated","NO","Middle Class",0,1
64,"Female","Manitoba","Some Education","NO","Middle Class",1,0
51,"Female","British Columbia","Highly Educated","YES","Middle Class",1,0
34,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
61,"Female","British Columbia","Highly Educated","YES","Middle Class",NA,NA
59,"Male","Manitoba","Highly Educated","YES","Lower Middle Class to Poor",NA,NA
29,"Female","Alberta","Highly Educated","NO","Middle Class",1,0
57,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
76,"Male","Manitoba","Some Education","YES","Middle Class",0,1
75,"Female","New Brunswick","Some Education","YES","Middle Class",1,0
66,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",1,0
67,"Female","Manitoba","Highly Educated","YES","Lower Middle Class to Poor",0,0
57,"Male","Manitoba","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
59,"Male","New Brunswick","Some Education","YES","Lower Middle Class to Poor",NA,NA
67,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor",0,1
48,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",0,0
35,"Male","British Columbia","Highly Educated","NO","Middle Class",0,0
41,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",0,1
62,"Female","Manitoba","Some Education","YES","Middle Class",0,1
39,"Female","Alberta","Highly Educated","NO","Middle Class",1,0
58,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
40,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
24,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor",0,0
72,"Female","Alberta","Some Education","YES","Upper Middle Class to Wealthy",NA,NA
56,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",1,0
20,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
44,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
75,"Female","Alberta","Some Education","YES","Middle Class",NA,NA
40,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
50,"Female","Manitoba","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
68,"Female","British Columbia","Some Education","YES","Middle Class",NA,NA
72,"Male","British Columbia","Highly Educated","YES","Middle Class",NA,NA
57,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
68,"Female","British Columbia","Some Education","YES","Middle Class",NA,NA
75,"Female","British Columbia","Highly Educated","YES","Middle Class",NA,NA
46,"Male","Alberta","Highly Educated","YES","Middle Class",0,1
85,"Female","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",0,0
42,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor",1,0
27,"Female","British Columbia","Some Education","NO","Middle Class",0,0
64,"Female","British Columbia","Highly Educated","YES","Middle Class",NA,NA
61,"Male","Manitoba","Some Education","YES","Lower Middle Class to Poor",NA,NA
48,"Male","Manitoba","Some Education","YES","Middle Class",0,1
72,"Female","British Columbia","Highly Educated","YES","Middle Class",0,0
67,"Female","Alberta","Highly Educated","YES","Middle Class",NA,NA
54,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1
35,"Female","Newfoundland and Labrador","Highly Educated","NO","Middle Class",0,0
41,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
45,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
69,"Female","Alberta","Some Education","YES","Upper Middle Class to Wealthy",0,0
38,"Female","Alberta","Highly Educated","NO","Middle Class",1,0
22,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
45,"Female","Alberta","Some Education","YES","Middle Class",0,0
20,"Male","Alberta","Some Education","YES","Upper Middle Class to Wealthy",NA,NA
44,"Female","British Columbia","Highly Educated","YES","Middle Class",0,0
77,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor",0,0
53,"Female","New Brunswick","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
67,"Female","British Columbia","Some Education","NO","Middle Class",0,1
76,"Female","Alberta","Highly Educated","YES","Middle Class",NA,NA
76,"Female","Manitoba","Highly Educated","YES","Middle Class",1,0
34,"Male","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",NA,NA
24,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA
45,"Male","Newfoundland and Labrador","Highly Educated","YES","Middle Class",1,0
55,"Female","Alberta","Highly Educated","YES","Middle Class",1,0
26,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor",0,0
85,"Male","Alberta","Highly Educated","YES","Middle Class",1,0
22,"Female","Alberta","Some Education","NO","Middle Class",0,0
75,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
18,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
47,"Female","British Columbia","Highly Educated","NO","Lower Middle Class to Poor",NA,NA
59,"Male","Alberta","Highly Educated","YES","Middle Class",0,1
44,"Female","British Columbia","Some Education","YES","Middle Class",0,1
67,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor",0,1
43,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
63,"Female","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",1,0
54,"Male","New Brunswick","Some Education","YES","Lower Middle Class to Poor",NA,NA
